0 [133914496584768] INFO perfrun.launcher <> - Launcher main begin
1 [133914496584768] INFO perfrun.launcher <> - MessageCatalogInit finished
1 [133914496584768] INFO perfrun.launcher <> - Launcher instance created
1 [133914496584768] INFO perfrun.launcher <> - argc = 6; cmdline = /home/canut/intel/oneapi/advisor/2025.1/bin64/advixe-runss --ui-output-format xml --ui-output-fd 182 --context-value-list 
101 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = i915Status; value = MissingDriver
101 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = GPUUserGroups; value = 
101 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isSEPDriverAvailable; value = false
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isSEPMICDriverAvailable; value = false
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isNMIWatchDogTimerRunning; value = false
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = CPU_NAME; value = Unknown
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = CPU; value = Unknown
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = PMU; value = Unknown
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = platformType; value = 0
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = referenceFrequency; value = 2265595000
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isTPSSAvailable; value = true
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isPytraceAvailable; value = true
102 [133914496584768] INFO perfrun.launcher <> - Put into the variant bag the context value: name = forceShowInlines; value = false
102 [133914496584768] INFO perfrun.launcher <> - Application exit code: 0
102 [133914496584768] INFO perfrun.launcher <> - Exit code: 0
